NE_name,EIC_Code,TSO,Substation_1,Substation_2,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment,Substation_1_lat,Substation_1_lon,Substation_1_id,Substation_2_lat,Substation_2_lon,Substation_2_id
LIT 400kV N0 1 DAMBRON - GATINAIS,17T000000022014W,RTE,DAMBRON,GATINAIS,380,2200,2300,2300,2400,,,2264.1509433962265,,,0.848,11.133,184.472,55.1,,48.1067677,1.8558404,86260748.0,48.0892215,2.3847908,86297273.0
LIT 400kV N0 1 DAMBRON - VERGER,17T000000022015U,RTE,DAMBRON,VERGER,380,2366,2596,2596,2778,,,2620.754716981132,,,1.664,16.881,209.196,116.318,,48.1067677,1.8558404,86260748.0,46.2471285,6.0787,68885461.0
LIT 400kV N0 1 DAMBRON-YVELINES-OUEST,17T000000022016S,RTE,DAMBRON,YVELINES-OUEST,380,3465,3622,3622,3780,,,3566.0377358490564,,,3.477,35.298,438.904,42.736,,48.1067677,1.8558404,86260748.0,48.8043833,1.8288269,117350758.0
LIT 400kV N0 2 DAMBRON - GATINAIS,17T000000022017Q,RTE,DAMBRON,GATINAIS,380,2200,2300,2300,2400,,,2264.1509433962265,,,0.848,11.136,184.518,55.106,,48.1067677,1.8558404,86260748.0,48.0892215,2.3847908,86297273.0
LIT 400kV N0 2 DAMBRON - VILLEJUST,17T000000022019M,RTE,DAMBRON,VILLEJUST,380,2200,2300,2300,2400,,,2264.1509433962265,,,2.138,21.707,267.882,59,,48.1067677,1.8558404,86260748.0,48.6763706,2.2302821,23287448.0
LIT 400kV N0 2 DAMBRON-VERGER,17T000000022018O,RTE,DAMBRON,VERGER,380,2366,2596,2596,2778,,,2620.754716981132,,,1.664,16.882,209.036,73.751,,48.1067677,1.8558404,86260748.0,46.2471285,6.0787,68885461.0
LIT 225kV N0 1 DAMERY-NOGENTEL,17T000000022051Q,RTE,DAMERY,NOGENTEL,220,1172,1285,1285,1388,,,1309.433962264151,,,2.257,15.015,108.748,37.72,,49.075801,3.8711359,147394008.0,49.0236376,3.4065703,146534504.0
LIT 225kV N0 1 DAMERY-VESLE,17T000000022052O,RTE,DAMERY,VESLE,220,1172,1285,1285,1388,,,1309.433962264151,,,2.612,17.457,125.708,43.188,,49.075801,3.8711359,147394008.0,49.2014157,4.2404465,82805188.0
LIT 225kV N0 1 DANTOU-TUILIERES,17T0000000220891,RTE,DANTOU,TUILIERES,220,642,757,757,845,,,797.1698113207547,,,4.112,18.659,129.344,45.976,,44.4615736,0.8305834,128524174.0,44.8444977,0.6359189,125164718.0
LIT 225kV N0 1 DANTOU-VERLHAGUET,17T000000022090G,RTE,DANTOU,VERLHAGUET,220,289,543,543,682,,,643.3962264150944,,,5.605,25.282,175.102,66.225,,44.4615736,0.8305834,128524174.0,43.9827621,1.317515,114359287.0
LIT 225kV N0 1 DARSE - FEUILLANE,17T000000022130U,RTE,DARSE,FEUILLANE,220,1233,1320,1320,1389,,,1310.377358490566,,,0.787,5.273,37.766,13.143,,45.694064,13.0711001,36440160.0,43.4548322,4.9061082,104481448.0
LIT 225kV N0 1 DARSE-RASSUEN,17T000000022132Q,RTE,DARSE,RASSUEN,220,795,795,970,970,,,915.0943396226414,,,1.028,6.364,216.614,17.682,,45.694064,13.0711001,36440160.0,43.4936917,4.9671572,228049601.0
LIT 225kV N0 2 DARSE-FEUILLANE,17T000000022134M,RTE,DARSE,FEUILLANE,220,1233,1320,1320,1389,,,1310.377358490566,,,0.725,4.838,44.142,13.766,,45.694064,13.0711001,36440160.0,43.4548322,4.9061082,104481448.0
LIT 225kV N0 1 DECHY - GAVRELLE,17T000000022171G,RTE,DECHY,GAVRELLE,220,975,1030,1030,1110,,,1047.1698113207547,,,2.42,12.124,98.674,30.663,,50.3625232,3.1389634,129440971.0,50.3372696,2.8852248,117893799.0
LIT 225kV N0 1 DECHY-MASTAING,17T000000022172E,RTE,DECHY,MASTAING,220,935,1000,1000,1080,,,1018.8679245283018,,,1.705,18.414,54.262,19.226,,50.3625232,3.1389634,129440971.0,50.2963595,3.2907762,82967739.0
LIT 225kV N0 1 DIGUE-DES-FRANCAIS-LINGOSTIERE,17T000000021978C,RTE,DIGUE-DES-FRANCAIS,LINGOSTIERE,220,708,708,847,847,,,799.0566037735848,,,0.308,2.045,186.588,6.54,,,,,43.7187793,7.1881677,146590045.0
LIT 400kV N0 1 DISTRE - GALOREAUX (LES),17T0000000222843,RTE,DISTRE,GALOREAUX (LES),380,2200,2300,2300,2400,,,2264.1509433962265,,,1.783,18.026,225.798,46.472,,47.2079194,-0.1144715,99722046.0,,,
LIT 400kV N0 1 DISTRE - JUMEAUX (LES),17T0000000222851,RTE,DISTRE,JUMEAUX (LES),380,2494,2716,2716,2872,,,2709.433962264151,,,1.395,14.155,174.912,98.933,,47.2079194,-0.1144715,99722046.0,,,
LIT 400kV N0 1 DISTRE - PICOCHERIE (LA),17T000000022287Y,RTE,DISTRE,PICOCHERIE (LA),380,2200,2300,2300,2400,,,2264.1509433962265,,,2.91,30.086,373.12,46.472,,47.2079194,-0.1144715,99722046.0,,,
LIT 400kV N0 2 DISTRE - JUMEAUX (LES),17T000000022288W,RTE,DISTRE,JUMEAUX (LES),380,3465,3622,3622,3780,,,3566.0377358490564,,,1.394,14.142,175.286,70.591,,47.2079194,-0.1144715,99722046.0,,,
LIT 225kV N0 1 DISTRE - MONDION,17T0000000222835,RTE,DISTRE,MONDION,220,957,1023,1023,1096,,,1033.9622641509434,,,4.824,21.992,152.554,53.588,,47.2079194,-0.1144715,99722046.0,46.9273282,0.4528689,434500830.0
LIT 225kV N0 1 DOBERIE - RANCE-POSTE,17T000000022299R,RTE,DOBERIE,RANCE-POSTE,220,1104,1222,1222,1315,,,1240.566037735849,,,2.133,14.721,108.514,37.272,,,,,,,
LIT 225kV N0 1 DOBERIE - TREGUEUX,17T000000022300V,RTE,DOBERIE,TREGUEUX,220,1217,1266,1266,1322,,,1247.1698113207547,,,1.421,9.807,72.364,24.854,,,,,,,
LIT 400kV N0 1 DOMLOUP - LAUNAY,17T0000000223386,RTE,DOMLOUP,LAUNAY,380,2494,2676,2676,2778,,,2620.754716981132,,,1.411,18.548,307.582,48.566,,,,,49.5244692,1.0329813,166509939.0
LIT 400kV N0 1 DOMLOUP - LOUISFERT (poste F),17T0000000223394,RTE,DOMLOUP,LOUISFERT,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.469,14.91,184.07,43.829,,,,,,,
LIT 400kV N0 1 DOMLOUP - OUDON,17T000000022340J,RTE,DOMLOUP,OUDON,380,2200,2300,2300,2400,,,2264.1509433962265,,,0.921,11.633,191.51,111.701,,,,,43.1578746,5.972768,150329778.0
LIT 400kV N0 1 DOMLOUP-PLAINE HAUTE,17T000000022341H,RTE,DOMLOUP,PLAINE HAUTE,380,3465,3622,3622,3780,,,3566.0377358490564,,,3.396,36.665,394.792,70.591,,,,,,,
LIT 400kV N0 2 DOMLOUP - LAUNAY,17T0000000223629,RTE,DOMLOUP,LAUNAY,380,2494,2676,2676,2778,,,2620.754716981132,,,1.412,18.552,307.644,48.525,,,,,49.5244692,1.0329813,166509939.0
LIT 400kV N0 2 DOMLOUP - LOUISFERT (poste F),17T0000000223637,RTE,DOMLOUP,LOUISFERT,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.469,14.91,184.07,43.888,,,,,,,
LIT 400kV N0 2 DOMLOUP - OUDON,17T0000000223645,RTE,DOMLOUP,OUDON,380,3255,3600,3600,3780,,,3566.0377358490564,,,0.95,12.008,197.684,49.674,,,,,43.1578746,5.972768,150329778.0
LIT 400kV N0 1 DONZAC - LESQUIVE,17T0000000223807,RTE,DONZAC,LESQUIVE,380,3255,3600,3600,3780,,,3566.0377358490564,,,1.007,13.151,215.64,89.931,,44.1025367,0.822659,105913465.0,43.8167755,1.2732964,49510896.0
LIT 400kV N0 2 DONZAC-VERFEIL,17T000000022402N,RTE,DONZAC,VERFEIL,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.797,23.746,391.394,16.746,,44.1025367,0.822659,105913465.0,43.6293588,1.6722007,109817708.0
LIT 225kV N0 1 DONZAC-VERLHAGUET,17T000000022378V,RTE,DONZAC,VERLHAGUET,220,831,960,984,1099,,,1036.7924528301887,,,2.644,17.552,150.1,44.328,,44.1025367,0.822659,105913465.0,43.9827621,1.317515,114359287.0
LIT 225kV N0 1 DONZENAC-FEROUGE,17T000000022407D,RTE,DONZENAC,FEROUGE,220,814,983,983,1099,,,1036.7924528301887,,,2.58,17.133,124.558,43.009,,45.2146551,1.5225722,138787590.0,44.9155401,1.4665444,139098414.0
LIT 225kV N0 1 DRONNIERE (LA) - TOURBE,17T000000022487Q,RTE,DRONNIERE (LA),TOURBE,220,1308,1408,1408,1478,,,1394.3396226415093,,,0.614,4.094,29.594,10.567,,,,,49.1083357,-0.2643894,85895367.0
LIT 225kV N0 1 DRONNIERE (LA)-FLERS,17T000000022485U,RTE,DRONNIERE (LA),FLERS,220,1250,1312,1312,1375,,,1297.1698113207547,,,2.977,20.563,151.634,52.33,,,,,48.73689,-0.5517728,111816982.0
LIT 225kV N0 2 DRONNIERE (LA) - TOURBE,17T000000022488O,RTE,DRONNIERE (LA),TOURBE,220,1308,1408,1408,1478,,,1394.3396226415093,,,0.615,4.098,29.62,10.55,,,,,49.1083357,-0.2643894,85895367.0
LIT 225kV N0 1 DUVIGNEAU - PIQUAGE A DUVIGNEAU,,RTE,DUVIGNEAU,PIQUAGE A DUVIGNEAU,220,1308,1408,1408,1478,,,1394.3396226415093,,,0.018,0.116,0.846,0.292,No existing EIC code,51.0159655,2.1569841,648250788.0,,,
LIT 400KV N0 1 ECHALAS - PIVOZ-CORDIER,17T0000000226083,RTE,ECHALAS,PIVOZ-CORDIER,380,3465,3622,3622,3780,,,3566.0377358490564,,,0.268,4.89,65.712,16.747,,45.542847,4.7192558,84476231.0,45.4093348,4.7612296,84485792.0
LIT 400kV N0 2 ECHALAS-PIVOZ-CORDIER,17T0000000226083,RTE,ECHALAS,PIVOZ-CORDIER,380,2170,2300,2300,2400,,,2264.1509433962265,,,0.268,4.901,65.582,88.692,,45.542847,4.7192558,84476231.0,45.4093348,4.7612296,84485792.0
LIT 225kV N0 1 ECHALAS - GIVORS,17T000000022602F,RTE,ECHALAS,GIVORS,220,900,910,1015,1080,,,1018.8679245283018,,,0.42,2.89,36,6.946,,45.542847,4.7192558,84476231.0,45.2778637,5.6476624,80587140.0
LIT 225kV N0 1 ECHALAS-RIVIERE (LA),17T000000022604B,RTE,ECHALAS,RIVIERE (LA),220,1800,2030,2030,2224,,,2098.1132075471696,,,0.865,8.422,114.164,28.844,,45.542847,4.7192558,84476231.0,,,
LIT 225kV N0 1 ECHALAS-SOLEIL (LE),17T0000000226059,RTE,ECHALAS,SOLEIL (LE),220,1375,1437,1437,1500,,,1415.0943396226414,,,0.89,8.83,108,28.207,,45.542847,4.7192558,84476231.0,,,
LIT 225kV N0 2 ECHALAS - GIVORS,17T0000000226067,RTE,ECHALAS,GIVORS,220,900,910,1015,1080,,,1018.8679245283018,,,0.42,2.89,44,7.034,,45.542847,4.7192558,84476231.0,45.2778637,5.6476624,80587140.0
LIT 225kV N0 1 ECHINGHEN-MANDARINS,17T000000022621B,RTE,ECHINGHEN,MANDARINS,220,1308,1408,1408,1478,,,1394.3396226415093,,,1.919,12.79,92.422,31.993,,50.6967087,1.6397066,147580965.0,50.902242,1.7840403,1271288345.0
LIT 225kV N0 1 ECHINGHEN-SORRUS,17T0000000226423,RTE,ECHINGHEN,SORRUS,220,935,935,935,935,,,882.0754716981131,,,2.65,12.047,83.552,29.715,,50.6967087,1.6397066,147580965.0,50.4556589,1.7217369,147580996.0
LIT 400kV N0 1 EGUZON -  MARMAGNE,17T000000022693N,RTE,EGUZON,MARMAGNE,380,2332,2582,2582,2716,,,2562.264150943396,,,2.742,30.811,295.634,85.196,,46.4580821,1.6206602,105783300.0,47.1019086,2.2603599,23286313.0
LIT 400kV N0 1 EGUZON - PLAUD,17T000000022694L,RTE,EGUZON,PLAUD,380,1186,1644,1644,1968,,,1856.6037735849056,,,2.64,29.543,283.666,227.31,,46.4580821,1.6206602,105783300.0,45.9121773,0.8585295,112893617.0
LIT 400kV N0 1 EGUZON - RUEYRES,17T000000022695J,RTE,EGUZON,RUEYRES,380,3465,3622,3622,3780,,,3566.0377358490564,,,6.694,73.668,801.766,76,,46.4580821,1.6206602,105783300.0,44.7793254,2.6892346,83726363.0
LIT 400kV N0 1 EGUZON - VALDIVIENNE,17T000000022696H,RTE,EGUZON,VALDIVIENNE,380,2200,2300,2300,2400,,,2264.1509433962265,,,1.518,19.985,331.834,144.534,,46.4580821,1.6206602,105783300.0,46.4658107,0.6489421,105690676.0
LIT 400kV N0 1 EGUZON - VERGER,17T000000022697F,RTE,EGUZON,VERGER,380,3465,3622,3622,3780,,,3566.0377358490564,,,4.171,45.846,525.448,75.954,,46.4580821,1.6206602,105783300.0,46.2471285,6.0787,68885461.0
LIT 400kV N0 2 EGUZON-VALDIVIENNE,17T000000022698D,RTE,EGUZON,VALDIVIENNE,380,1600,1772,1772,1904,,,1796.2264150943395,,,1.517,19.973,331.642,22.401,,46.4580821,1.6206602,105783300.0,46.4658107,0.6489421,105690676.0
LIT 225kV N0 1 EGUZON-MARMAGNE,17T000000022684O,RTE,EGUZON,MARMAGNE,220,274,412,412,476,,,449.05660377358487,,,14.456,40.726,260.12,92.576,,46.4580821,1.6206602,105783300.0,47.1019086,2.2603599,23286313.0
LIT 225kV N0 1 EGUZON-MAUREIX (LE),17T000000022685M,RTE,EGUZON,MAUREIX (LE),220,905,1003,1003,1063,,,1002.8301886792452,,,6.387,30.781,216.41,76.254,,46.4580821,1.6206602,105783300.0,,,
LIT 225kV N0 1 EGUZON-MONTLUCON,17T000000022687I,RTE,EGUZON,MONTLUCON,220,497,596,596,663,,,625.4716981132075,,,10.43,34.48,214,79.482,,46.4580821,1.6206602,105783300.0,46.3202264,2.6042087,70452467.0
LIT 225kV N0 1 EGUZON-MOUSSEAUX,17T000000022686K,RTE,EGUZON,MOUSSEAUX,220,520,831,831,895,,,844.3396226415094,,,4.591,21.708,170.066,51.013,,46.4580821,1.6206602,105783300.0,46.8118364,1.7264451,117421453.0
LIT 225kV N0 1 EGUZON-ORANGERIE (L),17T000000022688G,RTE,EGUZON,ORANGERIE (L),220,409,644,644,761,,,717.9245283018868,,,8.454,38.123,264.178,94.599,,46.4580821,1.6206602,105783300.0,,,
LIT 225kV N0 1 EGUZON-STE-FEYRE,17T000000022689E,RTE,EGUZON,STE-FEYRE,220,832,921,921,975,,,919.8113207547169,,,3.918,16.521,120.262,41.628,,46.4580821,1.6206602,105783300.0,,,
LIT 225kV N0 1 ELANCOURT-MEZEROLLES,17T000000022728U,RTE,ELANCOURT,MEZEROLLES,220,1140,1248,1248,1347,,,1270.754716981132,,,1.676,10.871,79.966,27.54,,48.7744372,1.9512083,318195497.0,48.9330211,1.7414515,89034196.0
LIT 225kV N0 1 ELANCOURT-ST-AUBIN,17T0000000227306,RTE,ELANCOURT,ST-AUBIN,220,511,768,768,979,,,923.5849056603773,,,1.122,7.373,58.858,18.556,,48.7744372,1.9512083,318195497.0,47.4942663,-0.5719511,949153905.0
LIT 225kV N0 1 ELANCOURT-YVELINES-OUEST,17T0000000227322,RTE,ELANCOURT,YVELINES-OUEST,220,1056,1056,1360,1360,,,1283.0188679245282,,,0.298,2.013,939.37,12.751,,48.7744372,1.9512083,318195497.0,48.8043833,1.8288269,117350758.0
LIT 225kV N0 1 ENCO-DE-BOTTE - RABATAU,17T0000000225338,RTE,ENCO-DE-BOTTE,RABATAU,220,400,400,715,715,,,674.5283018867924,,,0.713,4.3,463.67,14.103,,43.3208821,5.4808773,118213015.0,43.2772926,5.3972891,590866686.0
LIT 225kV N0 1 ENCO-DE-BOTTE - REALTOR,17T0000000225346,RTE,ENCO-DE-BOTTE,REALTOR,220,1062,1160,1160,1238,,,1167.9245283018868,,,1.336,8.918,64.174,23.562,,43.3208821,5.4808773,118213015.0,43.4469666,5.3428575,27259817.0
LIT 225kV N0 1 ENCO-DE-BOTTE-PALUN (LA),17T000000022532A,RTE,ENCO-DE-BOTTE,PALUN (LA),220,1001,1093,1093,1165,,,1099.0566037735848,,,1.12,7.113,50.894,17.835,,43.3208821,5.4808773,118213015.0,,,
LIT 225kV N0 2 ENCO-DE-BOTTE-PALUN (LA),17T0000000225354,RTE,ENCO-DE-BOTTE,PALUN (LA),220,1001,1093,1093,1165,,,1099.0566037735848,,,1.123,7.058,51.558,17.816,,43.3208821,5.4808773,118213015.0,,,
LIT 225kV N0 1 ENVAL-ISSOIRE,17T000000022775L,RTE,ENVAL,ISSOIRE,220,617,740,740,826,,,779.2452830188679,,,2.87,13.21,94,31.568,,45.7653335,2.9994195,136416550.0,45.4646957,3.2364598,63109488.0
LIT 225kV N0 1 ENVAL-VOLVIC,17T000000022776J,RTE,ENVAL,VOLVIC,220,814,983,983,1099,,,1036.7924528301887,,,0.87,6.07,42,15.031,,45.7653335,2.9994195,136416550.0,45.8894227,3.0658869,137191333.0
LIT 225kV N0 1 ESCAILLON (L ) - NEOULES,17T000000022852T,RTE,ESCAILLON (L ),NEOULES,220,935,935,1085,1085,,,1023.5849056603773,,,0.956,7.044,795.338,24.415,,,,,43.276407,6.0223277,93189928.0
LIT 225kV N0 1 FALLOU-NOVION,17T000000023144E,RTE,FALLOU,NOVION,220,620,620,690,690,,,650.9433962264151,,,0.157,0.536,466.496,49.98,,48.9379652,2.2612401,62233233.0,48.9138813,2.3041704,199093574.0
LIT 225kV N0 2 FALLOU -PIQUAGE A VILLIERS-LE-BEL,17T0000000231494,RTE,FALLOU,PIQUAGE A VILLIERS-LE-BEL,220,930,930,1050,1050,,,990.566037735849,,,0.934,6.191,82.924,16.184,,48.9379652,2.2612401,62233233.0,,,
LIT 225kV N0 2 FALLOU-NOVION,17T0000000231478,RTE,FALLOU,NOVION,220,935,935,1105,1105,,,1042.4528301886792,,,0.106,0.916,358.304,5.478,,48.9379652,2.2612401,62233233.0,48.9138813,2.3041704,199093574.0
LIT 225kV N0 1 FAMARS-GROS-CAILLOU,17T0000000231583,RTE,FAMARS,GROS-CAILLOU,220,975,1030,1030,1110,,,1047.1698113207547,,,1.407,6.986,49.168,17.235,,50.31166,3.5056762,129624451.0,50.317146,3.3387187,82976238.0
LIT 225kV N0 1 FARRADIERE (LA) - SAINTES,17T000000023188V,RTE,FARRADIERE (LA),SAINTES,220,1180,1310,1310,1390,,,1311.3207547169811,,,1.912,12.791,120.482,32.262,,,,,43.6931798,5.384556,91351689.0
LIT 225kV N0 1 FARRADIERE (LA)-GRANZAY,17T000000023187X,RTE,FARRADIERE (LA),GRANZAY,220,1249,1337,1337,1434,,,1352.830188679245,,,2.551,17.077,122.274,43.118,,,,,46.2185299,-0.5186666,105630888.0
LIT 400kV N0 1 FAUX-FRESNAY-MERY-SUR-SEINE,17T000001005111N,RTE,FAUX FRENAIS,MERY-SUR-SEINE,380,2366,2596,2596,2778,,,2620.754716981132,,,0.473,5.063,53.26,15.262,,,,,48.5197718,3.9183484,82599261.0
LIT 400KV N0 1 FAUX-FRESNAY-VESLE,17T000001005112L,RTE,FAUX FRENAIS,VESLE,380,2366,2596,2596,2778,,,2620.754716981132,,,2.037,21.818,"229,238‬",65.727,,,,,49.2014157,4.2404465,82805188.0
LIT 225kV N0 1 FEROUGE-TALAMET,17T000000023224G,RTE,FEROUGE,TALAMET,220,895,980,980,1070,,,1009.4339622641509,,,2.487,16.515,120.06,41.489,,44.9155401,1.4665444,139098414.0,44.9669139,1.948801,138979502.0
LIT 225kV N0 1 FEUILLANE - PONTEAU,17T0000000232628,RTE,FEUILLANE,PONTEAU,220,1375,1437,1437,1500,,,1415.0943396226414,,,0.554,5.84,71.264,19.037,,43.4548322,4.9061082,104481448.0,43.360891,5.0231548,214858101.0
LIT 225kV N0 1 FEUILLANE-LAVERA,17T000000023241G,RTE,FEUILLANE,LAVERA,220,1233,1320,1320,1389,,,1310.377358490566,,,1.021,6.858,48.694,17.02,,43.4548322,4.9061082,104481448.0,43.3833764,5.0237521,114730382.0
LIT 225kV N0 1 FEUILLANE-ST-CHAMAS,17T0000000232652,RTE,FEUILLANE,ST-CHAMAS,220,1233,1320,1320,1389,,,1310.377358490566,,,2.041,13.924,101.92,35.58,,43.4548322,4.9061082,104481448.0,,,
LIT 225kV N0 2 FEUILLANE - PONTEAU,17T000000023267Z,RTE,FEUILLANE,PONTEAU,220,835,835,913,913,,,861.3207547169811,,,0.555,5.856,71.412,19.037,,43.4548322,4.9061082,104481448.0,43.360891,5.0231548,214858101.0
LIT 225kV N0 1 FLANDRE - ROMAINVILLE,17T000000023241G,RTE,FLANDRE,ROMAINVILLE,220,633,633,738,738,,,696.2264150943396,,,0.16,0.64,280,5.295,,48.8896558,2.3768255,64040271.0,48.8945414,2.43774,35538714.0
LIT 225kV N0 1 FLEAC-MARQUIS (LE),17T000000023359U,RTE,FLEAC,MARQUIS (LE),220,1112,1233,1233,1307,,,1233.0188679245282,,,5.538,36.782,266.444,92.259,,45.6992905,0.0880062,105652436.0,45.0052972,-0.5497532,491111152.0
LIT 225kV N0 1 FLEAC-MONTGUYON,17T0000000233608,RTE,FLEAC,MONTGUYON,220,831,921,921,975,,,919.8113207547169,,,7.482,26.459,164.464,62.46,,45.6992905,0.0880062,105652436.0,45.2034106,-0.2184778,142360067.0
LIT 225kV N0 1 FLEAC-NIORT,17T0000000233616,RTE,FLEAC,NIORT,220,524,644,644,717,,,676.4150943396226,,,10.395,37.201,231.83,86.837,,45.6992905,0.0880062,105652436.0,46.3489163,-0.4335121,85446794.0
LIT 225kV N0 1 FLEAC-SANILHAC,17T000000023382Z,RTE,FLEAC,SANILHAC,220,642,757,757,845,,,797.1698113207547,,,8.058,36.644,252.518,90.158,,45.6992905,0.0880062,105652436.0,45.1431836,0.6854253,134147651.0
LIT 225kV N0 1 FLERS-LAUNAY,17T000000023388N,RTE,FLERS,LAUNAY,220,539,675,675,781,,,736.7924528301886,,,5.018,22.63,359.494,57.88,,48.73689,-0.5517728,111816982.0,49.5244692,1.0329813,166509939.0
LIT 225kV N0 1 FLEYRIAT-VOUGLANS,17T000000023400M,RTE,FLEYRIAT,VOUGLANS,220,850,959,959,1050,,,990.566037735849,,,2.82,17.02,124,42.068,,46.2324917,5.2098339,122752897.0,46.3934143,5.6546845,95209542.0
LIT 225kV N0 1 FLOIRAC-MARQUIS (LE),17T0000000234345,RTE,FLOIRAC,MARQUIS (LE),220,929,965,1088,1140,,,1075.4716981132076,,,1.506,9.859,99.562,24.72,,44.8208779,-0.5239962,111449797.0,45.0052972,-0.5497532,491111152.0
LIT 225kV N0 1 FLOIRAC-PESSAC,17T0000000234353,RTE,FLOIRAC,PESSAC,220,932,1049,1049,1126,,,1062.264150943396,,,1.347,9.018,64.71,22.465,,44.8208779,-0.5239962,111449797.0,44.7880825,-0.666608,27558020.0
LIT 225kV N0 1 FLORENSAC - ST VINCENT,17T000000023440A,RTE,FLORENSAC,ST-VINCENT,220,1161,1241,1241,1306,,,1232.0754716981132,,,1.705,10.144,75.326,25.831,,43.3864144,3.4815615,130595758.0,,,
LIT 225kV N0 1 FONT (LA)-RIORGES,17T000000023475S,RTE,FONT (LA),RIORGES,220,358,692,692,883,,,833.0188679245283,,,3.015,20.203,146.744,50.746,,,,,46.0580738,4.055898,118121877.0
LIT 225kV N0 1 FOUSCAIS - TAMAREAU,17T000000023529V,RTE,FOUSCAIS,TAMAREAU,220,1233,1320,1320,1389,,,1310.377358490566,,,1.495,10.017,71.742,24.931,,43.6064916,3.4575285,129740666.0,43.6326272,3.7161874,26376870.0
LIT 225kV N0 2 FOUSCAIS - TAMAREAU,17T0000000235309,RTE,FOUSCAIS,TAMAREAU,220,1233,1320,1320,1389,,,1310.377358490566,,,1.495,9.985,71.814,24.908,,43.6064916,3.4575285,129740666.0,43.6326272,3.7161874,26376870.0
LIT 400kV N0 1 FRASNE - GENISSIAT-POSTE,17T-FR-000000511,RTE,FRASNE,GENISSIAT-POSTE,380,2070,2282,2282,2400,,,2264.1509433962265,,,3.012,36.863,314.544,71.386,,46.8719309,6.1631253,159167277.0,,,
LIT 400kV N0 1 FRASNE - MAMBELIN,17T-FR-00000053Y,RTE,FRASNE,MAMBELIN,380,3465,3622,3622,3780,,,3566.0377358490564,,,2.068,22.621,260.32,52,,46.8719309,6.1631253,159167277.0,47.3672079,6.6634548,39389229.0
LIT 225kV N0 1 FREJUS-TRANS,17T000000023588F,RTE,FREJUS,TRANS,220,1062,1066,1160,1238,,,1167.9245283018868,,,1.383,9.223,94.796,22.8,,45.1947249,6.668294,355589986.0,50.2729792,14.5129741,14191867.0
LIT 225kV N0 2 FREJUS-TRANS,17T000000023589D,RTE,FREJUS,TRANS,220,1062,1066,1160,1238,,,1167.9245283018868,,,1.397,9.218,95.876,22.8,,45.1947249,6.668294,355589986.0,50.2729792,14.5129741,14191867.0
LIT 400kV N0 1 FRUGES - MANDARINS,17T000000023608Z,RTE,FRUGES,MANDARINS,380,3195,3561,3561,3780,,,3566.0377358490564,,,1.037,13.637,226.322,88.758,,45.246726,4.236532,236486195.0,50.902242,1.7840403,1271288345.0
LIT 225kV N0 1 GAMPALOUP - PONT-EVEQUE,17T000000023882F,RTE,GAMPALOUP,PONT-EVEQUE,220,880,992,992,1086,,,1024.5283018867924,,,1.43,9.66,68,24.656,,45.3352682,4.8333942,128106453.0,45.5222622,4.929134,128106452.0
LIT 225kV N0 1 GANGES - ST VICTOR,17T0000000238867,RTE,GANGES,ST-VICTOR,220,325,457,457,572,,,539.622641509434,,,10.901,30.969,220.554,77.078,,43.9458667,3.7242428,121087628.0,45.5699365,2.94574,1369589466.0
LIT 225kV N0 1 GANGES - VIRADEL,17T0000000238875,RTE,GANGES,VIRADEL,220,302,424,424,531,,,500.9433962264151,,,6.56,23.93,158.908,58.068,,43.9458667,3.7242428,121087628.0,44.1378359,4.1775014,121101846.0
LIT 225kV N0 1 GARCHIZY-ST-ELOI,17T000000023899Z,RTE,GARCHIZY,ST-ELOI,220,814,930,983,1099,,,1036.7924528301887,,,0.689,4.611,59.49,12.095,,47.0311938,3.0848205,142456160.0,,,
LIT 400kV N0 1 GATINAIS - GAUGLIN,17T000000023965B,RTE,GATINAIS,GAUGLIN,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.74,22.883,379.664,44.838,,48.0892215,2.3847908,86297273.0,47.5066093,2.8704964,41829825.0
LIT 400kV N0 1 GATINAIS - TABARDERIE,17T0000000239669,RTE,GATINAIS,TABARDERIE,380,3195,3561,3561,3780,,,3566.0377358490564,,,0.899,11.804,195.626,88.736,,48.0892215,2.3847908,86297273.0,47.7470761,2.5349405,86342772.0
LIT 400kV N0 2 GATINAIS - GAUGLIN,17T0000000239677,RTE,GATINAIS,GAUGLIN,380,3465,3622,3622,3780,,,3566.0377358490564,,,1.752,22.99,380.86,44.839,,48.0892215,2.3847908,86297273.0,47.5066093,2.8704964,41829825.0
LIT 400kV N0 2 GATINAIS - TABARDERIE,17T0000000239685,RTE,GATINAIS,TABARDERIE,380,2200,2300,2300,2400,,,2264.1509433962265,,,0.899,11.804,195.63,59.272,,48.0892215,2.3847908,86297273.0,47.7470761,2.5349405,86342772.0
LIT 400kV N0 1 GAUDIERE (LA) - ISSEL,17T0000000239774,RTE,GAUDIERE (LA),ISSEL,380,2176,2400,2400,2576,,,2430.188679245283,,,1.775,17.931,224.964,175.186,,,,,52.9921399,9.5819281,37194228.0
